NAME	TITLE	SCORE	
CYP2C18		-3.14359	
NOD2		-3.1478	
DONSON		-3.14851	
PHLDB3		-3.15306	
SFRP4		-3.15439	
INSIG2		-3.15747	
C5orf63		-3.15764	
ANK2		-3.16009	
ZNF830		-3.16204	
CELF2		-3.16383	
VCX3A		-3.16659	
BZW2		-3.16939	
ATP12A		-3.17638	
DRICH1		-3.17675	
TMEM214		-3.17863	
GYPB		-3.1793	
ERBB4		-3.18053	
GABARAPL2		-3.1878	
LSM6		-3.1887	
NTRK2		-3.19445	
DERL2		-3.19531	
GRIN1		-3.1978	
STK17A		-3.21262	
UBE2J1		-3.21384	
PHEX		-3.21555	
C10orf55		-3.22752	
MAT2B		-3.22859	
FAM149A		-3.23003	
FAM135A		-3.23131	
PLEKHH1		-3.23209	
INAVA		-3.23771	
EIF1AY		-3.24023	
TGM1		-3.24033	
C16orf46		-3.24057	
USP44		-3.2418	
PAK4		-3.25201	
ACTRT3		-3.25638	
GYG2		-3.25672	
COMMD2		-3.25771	
TMEFF2		-3.26021	
L3HYPDH		-3.26347	
TSBP1		-3.26704	
RNF135		-3.26956	
OPALIN		-3.26981	
MMP24		-3.27183	
KCTD19		-3.27917	
DIMT1		-3.28303	
HEPACAM		-3.28723	
PHYHD1		-3.2883	
ZNF555		-3.29413	
TSPO2		-3.29992	
COLCA2		-3.30761	
HELB		-3.30857	
GTF2A1L		-3.30913	
TP53INP1		-3.31216	
GPR37L1		-3.31683	
SFTPA2		-3.31887	
C1QTNF4		-3.32021	
PPP1R32		-3.33241	
CKMT1B		-3.33739	
SNTG1		-3.33948	
TRIM35		-3.34362	
PUM3		-3.3497	
MS4A6E		-3.35019	
ASF1B		-3.35357	
GDF3		-3.35571	
FIZ1		-3.35778	
INSM2		-3.35809	
SYNPR		-3.35878	
MEST		-3.36313	
FBXO4		-3.36487	
MAX		-3.36508	
ZNF671		-3.36676	
CNTN6		-3.36902	
DNER		-3.36986	
M6PR		-3.37139	
LRP8		-3.37248	
CCDC178		-3.3741	
APTX		-3.37506	
RING1		-3.37623	
CCL22		-3.37953	
IZUMO4		-3.3811	
MUC22		-3.38516	
GOLGA8Q		-3.3859	
RPL17		-3.39493	
KRT12		-3.40004	
OR51B5		-3.40048	
PRKCG		-3.40096	
TEPSIN		-3.4011	
POGZ		-3.41092	
HMHB1		-3.41157	
NARF		-3.41171	
GAN		-3.41307	
C9orf43		-3.41467	
SGCG		-3.41733	
ESPNL		-3.42165	
CIT		-3.4254	
ACTA2		-3.42893	
PROX2		-3.42989	
SPAG5		-3.43052	
STYXL1		-3.43115	
CCNB1		-3.44182	
SPIN2B		-3.45092	
CCDC84		-3.45208	
MB21D2		-3.45885	
RNF14		-3.46059	
C3orf56		-3.47181	
KIR2DL1		-3.48206	
POTEG		-3.48229	
TEKT2		-3.49347	
DCDC2B		-3.49357	
RANGAP1		-3.4977	
SH3GL3		-3.50039	
MRI1		-3.51569	
ABHD18		-3.51957	
SMIM12		-3.52104	
ST8SIA5		-3.52186	
DNAJC1		-3.53013	
BLZF1		-3.53027	
MATN4		-3.53063	
GPR26		-3.5328	
KIR3DL2		-3.53607	
SGTB		-3.54005	
FAM183A		-3.54852	
LONP1		-3.54986	
CRAMP1		-3.5624	
TBL2		-3.56393	
TMEM8A		-3.56601	
NDUFV1		-3.56689	
KIF14		-3.57394	
FOXP3		-3.57415	
DIO2		-3.57566	
PRSS48		-3.57653	
LACTB2		-3.577	
MOAP1		-3.58446	
DUSP1		-3.58502	
ALG1		-3.58956	
TANC2		-3.59848	
BHLHB9		-3.59883	
UQCRC1		-3.59953	
GZF1		-3.6004	
ANO3		-3.60049	
SLITRK5		-3.60196	
OMP		-3.60612	
MYL2		-3.61002	
SYT3		-3.61091	
RPE65		-3.61205	
MRPL48		-3.61242	
SLCO6A1		-3.61881	
RHCG		-3.62253	
ZNF696		-3.62351	
NR2F2		-3.62755	
ANKRD31		-3.63148	
CRYZL1		-3.63653	
TERF1		-3.64583	
SMIM18		-3.65126	
FSCN3		-3.65656	
WDPCP		-3.65679	
GUCA2B		-3.6577	
PRAME		-3.65789	
ECHS1		-3.66258	
GLRX3		-3.66355	
MYCBPAP		-3.66699	
RAP1B		-3.66779	
FHAD1		-3.67282	
DBT		-3.67355	
MVD		-3.67732	
SNRK		-3.68053	
CYP51A1		-3.68058	
CFDP1		-3.68152	
RHD		-3.68163	
C4orf45		-3.68218	
TMEM222		-3.68234	
RAG2		-3.68492	
APOA2		-3.68596	
PCSK1N		-3.68884	
PTCH1		-3.6894	
GHRHR		-3.69596	
PCDH10		-3.71074	
HDAC9		-3.71153	
PARP3		-3.71279	
DENND1B		-3.71392	
ELP5		-3.71902	
SERPINB10		-3.71937	
LRRC36		-3.72898	
AOC3		-3.7294	
TRIM56		-3.73066	
RGS20		-3.73083	
FADS6		-3.73162	
SH2B1		-3.73845	
PLSCR2		-3.74401	
LGALS12		-3.74408	
ISCA2		-3.74539	
DBH		-3.74733	
ALG1L2		-3.74869	
KRBOX1		-3.74921	
NPR3		-3.7502	
DCLRE1C		-3.75185	
RIDA		-3.75287	
KRT73		-3.75605	
ZNF729		-3.75682	
IFFO1		-3.7619	
KLRC2		-3.76674	
MVP		-3.77126	
GSDMA		-3.77307	
TAS2R42		-3.7742	
PIGA		-3.7826	
ERVV-1		-3.78311	
RGS16		-3.78785	
TEX49		-3.7895	
C9orf153		-3.79237	
ZNF717		-3.79413	
IL17RE		-3.79593	
C5orf58		-3.79787	
ACP6		-3.80165	
MKRN2OS		-3.80247	
VAMP2		-3.80341	
MAGED4B		-3.8059	
KLK13		-3.80624	
NFE4		-3.80744	
NXT1		-3.80873	
UNC5A		-3.81362	
TMEM255A		-3.81462	
FEZF1		-3.81893	
DRC7		-3.8231	
IKZF3		-3.82345	
KLHDC7A		-3.82349	
MEIG1		-3.82388	
CR1L		-3.82409	
FRMD6		-3.82876	
CENPQ		-3.83085	
ARHGEF3		-3.8428	
GPR19		-3.84296	
TMEM68		-3.84367	
PCDHGA9		-3.84574	
SLC9B1		-3.8459	
SNX16		-3.84606	
DNAAF4		-3.85791	
PISD		-3.87432	
ZNF319		-3.8796	
NSL1		-3.88089	
ANXA10		-3.88451	
CALY		-3.88524	
SPRY1		-3.89131	
BOLA2B		-3.89313	
MFSD12		-3.89338	
CRYBA4		-3.90584	
DNASE1L2		-3.90707	
CDH10		-3.90708	
TCEAL6		-3.9087	
GRIN2B		-3.90899	
GOPC		-3.90924	
LRRC26		-3.91583	
TMEM267		-3.9166	
CCDC71L		-3.91817	
GET3		-3.91832	
TCTN1		-3.91961	
CLDN20		-3.92157	
TEX11		-3.92357	
ZNF782		-3.92706	
SLC35D3		-3.92992	
HIST1H4J		-3.93084	
PCDHB12		-3.93127	
INPP5B		-3.93436	
SFTPB		-3.93524	
LYST		-3.93766	
MYMX		-3.94523	
NPIPB15		-3.94754	
DIO1		-3.95775	
CRYBA1		-3.96247	
SLC66A1L		-3.96692	
TET1		-3.96783	
ZNF362		-3.96809	
DENND5B		-3.96915	
HOXD1		-3.9703	
MLNR		-3.97045	
KDM4E		-3.97365	
ALB		-3.98015	
CCDC90B		-3.98085	
NAGLU		-3.98389	
HNF4G		-3.98669	
L1TD1		-3.98849	
GSTM3		-3.99305	
SIRT7		-3.99508	
GOLGA8K		-3.99656	
HPCA		-4.00021	
MRAP		-4.0017	
DCBLD1		-4.00263	
SPATA45		-4.00311	
FAM110A		-4.01297	
PTBP3		-4.01404	
LAMTOR1		-4.01627	
AASS		-4.01789	
ERGIC3		-4.02292	
R3HDML		-4.02378	
TCL1A		-4.02419	
AVP		-4.02568	
SGK3		-4.0269	
SLFN14		-4.03156	
TMEM187		-4.03375	
ATAT1		-4.03868	
GYPA		-4.04063	
SPATA46		-4.04371	
SRSF5		-4.04614	
ADGB		-4.04959	
HNF4A		-4.05242	
CLDN16		-4.05344	
TMEM109		-4.05485	
ZFR2		-4.0596	
PLA2G2C		-4.06126	
MAT1A		-4.06181	
ABHD2		-4.06291	
MCTP1		-4.07018	
SIT1		-4.07235	
BCL11B		-4.07542	
VPS4B		-4.07725	
PDCD7		-4.07843	
JAKMIP1		-4.07986	
PLPP4		-4.08388	
MAST3		-4.08629	
CLEC18C		-4.08777	
SULT1E1		-4.08829	
LGR4		-4.09033	
LILRA4		-4.09708	
CBLN2		-4.09714	
TIMMDC1		-4.09832	
OR52B6		-4.0993	
DLGAP1		-4.10538	
OIT3		-4.11387	
KIF5A		-4.11488	
LGALS9B		-4.11497	
RGS8		-4.12352	
DEUP1		-4.12382	
AFF2		-4.12418	
GLIS3		-4.13591	
NDUFB4		-4.13879	
SH2D4B		-4.14071	
CCDC34		-4.14094	
JKAMP		-4.14227	
MCOLN3		-4.14901	
RHOH		-4.15028	
CTSE		-4.15483	
GVQW3		-4.15519	
CENPN		-4.15657	
CLCN6		-4.15664	
NLRP9		-4.15708	
PEX3		-4.16223	
CCDC85C		-4.1642	
TAS2R13		-4.16458	
TMEM8B		-4.17198	
CELF4		-4.17458	
CHRNA3		-4.17747	
OGA		-4.17887	
SLC17A5		-4.18697	
NUS1		-4.19263	
TCF7L1		-4.19363	
SYNE4		-4.19951	
APRT		-4.20432	
TAGLN		-4.20804	
C2CD5		-4.21058	
DQX1		-4.21246	
DYDC2		-4.21421	
TMEM182		-4.21743	
STX16		-4.21759	
MRPS14		-4.22033	
CDKN1C		-4.22108	
ERCC8		-4.2299	
TCF3		-4.23159	
ZNF727		-4.23184	
HERC4		-4.2329	
HNF1A		-4.23521	
SH2D5		-4.23532	
GPR42		-4.23646	
SGPP1		-4.24022	
NEDD8		-4.24088	
SLC16A5		-4.24252	
NANP		-4.24961	
MARCH1		-4.25477	
CYTL1		-4.25858	
TTC29		-4.25896	
NAA60		-4.26809	
PCDHA4		-4.26835	
GRAMD1C		-4.26939	
AAAS		-4.2717	
SERTAD3		-4.27257	
CXCL9		-4.27434	
TIFAB		-4.27443	
CD82		-4.2954	
CCDC15		-4.29771	
DISP3		-4.3	
DUSP9		-4.30026	
MUC20		-4.30055	
UTS2B		-4.30136	
WSCD2		-4.30177	
RECQL		-4.30711	
NDUFA12		-4.3091	
MACC1		-4.31912	
STRN4		-4.32415	
NAV3		-4.3398	
JPH3		-4.34356	
JADE1		-4.34589	
LRRIQ4		-4.35195	
LETM1		-4.35365	
ADGRF2		-4.35638	
CCDC144NL		-4.35702	
LIX1		-4.36082	
ATG4B		-4.36498	
INSL5		-4.36508	
CRABP1		-4.36526	
BLNK		-4.36824	
ZNF534		-4.36883	
BPIFB4		-4.36908	
PMPCA		-4.37395	
PHF6		-4.37485	
TMEM205		-4.37524	
DSC3		-4.37589	
GNAT3		-4.3801	
ERVFRD-1		-4.38017	
DNA2		-4.38072	
RNLS		-4.38302	
CD1B		-4.39073	
EPGN		-4.39141	
NPW		-4.39217	
DRC1		-4.39799	
S100A4		-4.39997	
CUL9		-4.40047	
RLN1		-4.40339	
CEP162		-4.40403	
RXYLT1		-4.40419	
TMEM159		-4.4108	
MSH5		-4.41105	
PRSS51		-4.41375	
PCDHA6		-4.41557	
FIBIN		-4.42213	
GRM3		-4.42266	
IFNW1		-4.42723	
EDF1		-4.4295	
IFI27L1		-4.43108	
UTS2R		-4.4316	
FAM210A		-4.43177	
SMC4		-4.43394	
SNRPA1		-4.43779	
PTEN		-4.43876	
POLM		-4.43991	
RTP5		-4.44028	
OTUD1		-4.44612	
GPX7		-4.44824	
MRPL47		-4.45227	
USP50		-4.45618	
LRRC15		-4.46951	
CCDC150		-4.47315	
ZNF570		-4.47326	
AKIP1		-4.47376	
HESX1		-4.47563	
TRPM1		-4.47598	
FAM86B2		-4.48525	
MAML3		-4.48768	
HABP2		-4.48881	
NETO2		-4.50105	
RBM12B		-4.50244	
OCEL1		-4.50356	
OPA3		-4.51189	
ANKRD54		-4.51665	
GOLGA8R		-4.51957	
SMIM29		-4.52352	
AKR7A3		-4.53501	
RFK		-4.54037	
SORBS1		-4.54529	
KCP		-4.54534	
PRH2		-4.54734	
ADTRP		-4.54834	
SLC26A11		-4.5486	
GPC1		-4.54912	
LRP2BP		-4.55169	
HSD17B1		-4.55328	
CLCA1		-4.55509	
KLRC4		-4.56994	
STK17B		-4.57337	
LIPI		-4.57464	
TTLL5		-4.58176	
MED19		-4.58189	
RYBP		-4.58375	
CPSF4L		-4.58829	
SUOX		-4.59104	
PRSS27		-4.59121	
ELF1		-4.60362	
C19orf81		-4.60396	
NTS		-4.60829	
PYHIN1		-4.61443	
IL7R		-4.61501	
ENPP7		-4.61988	
IFITM5		-4.621	
KIF12		-4.62484	
MPZL2		-4.62746	
CA1		-4.62749	
B3GALT6		-4.62829	
HBE1		-4.63076	
DPM3		-4.63179	
NTSR1		-4.63237	
ADH1B		-4.63274	
WASF1		-4.63482	
PBX2		-4.63817	
ETV6		-4.63873	
DCUN1D2		-4.63978	
HSPBP1		-4.64212	
C3orf33		-4.64707	
MRPL4		-4.64872	
M1AP		-4.64956	
VMP1		-4.66321	
CD19		-4.66469	
FBXW2		-4.66651	
GALNT12		-4.66759	
GALM		-4.67052	
TMEM25		-4.68692	
INSIG1		-4.68865	
TNIP3		-4.69079	
ZSWIM4		-4.69178	
OR13A1		-4.6929	
OR6C70		-4.69564	
CILP		-4.70331	
FIGLA		-4.70456	
TCN1		-4.71497	
ALOX15B		-4.71737	
CCR4		-4.71959	
NHLRC2		-4.72093	
RMND1		-4.72155	
BRCA2		-4.72609	
MIOX		-4.72758	
MRPL21		-4.73165	
ENKUR		-4.73187	
TERF2IP		-4.73328	
NPY5R		-4.73592	
DLX2		-4.74315	
CLUL1		-4.74364	
ITK		-4.74927	
RD3		-4.75583	
CATSPERG		-4.75745	
IGDCC3		-4.76277	
SULT2B1		-4.76321	
PIK3R2		-4.76633	
WDR72		-4.77141	
SOWAHA		-4.77223	
CNBD1		-4.77597	
TARBP2		-4.77965	
KIF25		-4.78089	
SLC39A3		-4.78178	
AQP11		-4.78213	
QRICH2		-4.78391	
ZNF367		-4.78881	
ST6GALNAC6		-4.78977	
DALRD3		-4.79177	
GPRIN1		-4.7962	
ZAP70		-4.79761	
MMEL1		-4.79981	
MATN3		-4.8008	
CDADC1		-4.80299	
CRCP		-4.80301	
MYL5		-4.80472	
DOK7		-4.80531	
FAM72A		-4.82287	
DOK3		-4.83051	
MOGS		-4.83595	
POLE2		-4.83694	
CUBN		-4.83728	
KIR3DL1		-4.83919	
ABTB1		-4.84273	
RHO		-4.84332	
HEY1		-4.84582	
SSTR4		-4.84811	
RAB26		-4.85014	
KLRC3		-4.8539	
RPL22L1		-4.85429	
TTC25		-4.85477	
BTBD11		-4.85535	
PARP11		-4.85547	
GGT6		-4.8568	
AMN		-4.8568	
TSTA3		-4.85747	
TLCD2		-4.859	
RHOV		-4.86896	
OOEP		-4.87266	
PRR11		-4.8779	
ATRAID		-4.88811	
DMPK		-4.88925	
DRD5		-4.89037	
ARL16		-4.89666	
GNRHR		-4.90247	
DCDC1		-4.90799	
JCHAIN		-4.90968	
AP1S3		-4.91228	
ANKRD20A4		-4.91382	
CCDC173		-4.91914	
SMIM3		-4.9198	
UVSSA		-4.92206	
KLK10		-4.92445	
HACE1		-4.92703	
NDUFC1		-4.93214	
FSCN2		-4.93454	
VPS28		-4.93584	
ANKRD22		-4.93746	
IRF2BPL		-4.94451	
GABPB2		-4.94498	
STUM		-4.94541	
MUS81		-4.94627	
SCRT2		-4.95295	
HLA-DQA2		-4.96094	
SLC9A3		-4.96409	
PRSS53		-4.96772	
SLC22A16		-4.97084	
RSPO2		-4.97092	
SV2A		-4.97466	
DLGAP3		-4.97931	
GINS4		-4.98136	
SLC30A9		-4.98269	
PIGC		-4.99321	
CENPS		-4.99365	
DRC3		-4.99472	
GPR143		-4.99742	
KISS1R		-4.99807	
MAGED4		-4.99992	
TMEM52B		-5.00949	
CMTM4		-5.01554	
CHST4		-5.01892	
DDI1		-5.02266	
BAHD1		-5.02303	
TC2N		-5.02485	
TIGD7		-5.02728	
ZBED5		-5.02776	
RAB39A		-5.0353	
BCL9		-5.03668	
SPG7		-5.03748	
BLK		-5.04434	
P4HA3		-5.04499	
RND3		-5.05744	
IL4I1		-5.05853	
HIST1H1D		-5.0591	
ARGFX		-5.06217	
SIGLEC15		-5.06604	
YBEY		-5.07308	
GJD2		-5.07413	
OBI1		-5.07534	
CDH26		-5.07969	
CRB2		-5.08279	
BRCA1		-5.08417	
GDPD1		-5.08985	
CEP55		-5.09139	
CCIN		-5.09742	
ALKAL2		-5.10057	
NPIPB11		-5.10077	
ABHD6		-5.10262	
L3MBTL4		-5.10541	
BTNL3		-5.10809	
SMARCD2		-5.11228	
MRPS11		-5.11316	
INSL3		-5.11377	
GCM1		-5.11499	
PARP10		-5.11536	
TCP11L2		-5.11642	
GPR182		-5.12586	
ALKBH6		-5.12596	
SCGB3A2		-5.12873	
TMEM185B		-5.13209	
TMEM242		-5.13411	
GNPTAB		-5.14625	
CLDND2		-5.14841	
PDZRN3		-5.14907	
AGAP4		-5.14948	
VGF		-5.15086	
PSORS1C2		-5.15218	
IL16		-5.15398	
TM2D1		-5.16225	
MEI1		-5.16268	
TSSK4		-5.1643	
RHBG		-5.16578	
TPD52		-5.16618	
ZNF35		-5.16953	
GP5		-5.17285	
KCNE4		-5.17443	
ZNF564		-5.17618	
EPO		-5.17793	
LRRC19		-5.18143	
CLDN5		-5.18493	
FRMPD3		-5.1963	
TLDC2		-5.19635	
KCNA2		-5.20886	
KATNBL1		-5.21444	
C1orf56		-5.21586	
L3MBTL2		-5.21885	
KCTD11		-5.21914	
INSR		-5.22423	
TPSAB1		-5.22468	
ARFGAP1		-5.22546	
ABHD12B		-5.23265	
ACBD5		-5.23826	
CNNM2		-5.24186	
SPATS2L		-5.24477	
PHB		-5.24556	
FABP9		-5.24648	
RASSF10		-5.2527	
TTLL2		-5.25679	
RPUSD1		-5.26187	
PSME1		-5.26303	
KRT72		-5.26497	
MRPL46		-5.26548	
ADIG		-5.27538	
TRPV1		-5.28252	
KLHL32		-5.28476	
ATG4C		-5.28708	
PRR12		-5.28764	
HSP90AA1		-5.28944	
ZNF80		-5.29084	
RUFY4		-5.29268	
C21orf58		-5.29631	
CD200R1		-5.29877	
CDC45		-5.30615	
FRRS1		-5.308	
TNFSF15		-5.312	
AFAP1		-5.31693	
PTPN20		-5.31854	
ZBP1		-5.3205	
DYNLRB2		-5.32112	
SLC7A9		-5.32133	
MAD2L1		-5.33177	
MAGI2		-5.33194	
DUSP8		-5.35136	
ZNF263		-5.35299	
STK4		-5.3536	
ACTR10		-5.36909	
CYP2D6		-5.3746	
AKAP11		-5.37588	
RET		-5.37801	
PICALM		-5.37818	
TUBA1C		-5.37983	
ZNF215		-5.38004	
BEND4		-5.38245	
CTTNBP2		-5.38262	
PTK2B		-5.39615	
MXD3		-5.39853	
XIRP1		-5.40023	
RPE		-5.40349	
TG		-5.40403	
ZNF354B		-5.40626	
ARR3		-5.4073	
CMA1		-5.41859	
HIST1H1A		-5.42987	
SPDYE4		-5.43376	
HDC		-5.43663	
SLC10A7		-5.43923	
NEDD9		-5.44063	
KIAA0895		-5.4408	
MTAP		-5.44361	
PHF21A		-5.44441	
RAB3IP		-5.44926	
MRPL55		-5.45283	
ZNHIT1		-5.45317	
DDHD2		-5.45841	
ABHD14B		-5.46872	
RNASE10		-5.47294	
ALAS1		-5.47704	
TMEM175		-5.47706	
AQR		-5.48079	
DACT1		-5.48449	
MAST1		-5.49238	
ICOS		-5.49798	
SEZ6L2		-5.50569	
ZSCAN5B		-5.50774	
LRRC18		-5.5082	
FA2H		-5.51019	
UPP2		-5.51429	
KIF20B		-5.51882	
CYHR1		-5.52275	
NDST4		-5.53068	
MTRNR2L8		-5.53211	
VPS33B		-5.53313	
KRTAP12-1		-5.53527	
AGAP5		-5.53706	
UCMA		-5.53948	
SEC14L6		-5.5412	
CDK4		-5.54978	
POLA2		-5.5498	
TRPC6		-5.55187	
PPIL3		-5.55458	
POU3F3		-5.55643	
SOX5		-5.57715	
DGLUCY		-5.57746	
PRSS50		-5.58012	
LAMC3		-5.5849	
CA9		-5.58949	
FAM193B		-5.59399	
NDP		-5.59606	
MARK2		-5.59952	
USH1C		-5.60456	
FRG1		-5.60508	
DCAF12L1		-5.60593	
GOLGA8T		-5.60649	
LRBA		-5.60736	
NFKBIE		-5.61169	
POTEM		-5.61728	
ATG3		-5.61954	
PACSIN2		-5.62506	
CLDN12		-5.62555	
ARFIP2		-5.62564	
FRMD3		-5.63062	
MTERF1		-5.63452	
C12orf40		-5.63628	
ATG13		-5.63647	
HMGA2		-5.63859	
TEX22		-5.63999	
KIF21B		-5.64913	
NFS1		-5.65012	
KIAA1211		-5.66128	
NEUROG1		-5.6614	
MFN2		-5.6648	
NEURL3		-5.66625	
GSKIP		-5.66697	
FXN		-5.66927	
KDM5B		-5.66998	
LKAAEAR1		-5.67857	
SAP30BP		-5.68494	
COPB1		-5.69072	
TMEM117		-5.69653	
ABCA13		-5.70209	
FAM234B		-5.70276	
ADAMTS1		-5.70376	
PLPP1		-5.70383	
ZNF385D		-5.70644	
LRRC37A3		-5.72197	
OLAH		-5.72534	
FAM151B		-5.72581	
TSSK6		-5.7354	
LAMP5		-5.73994	
PI4K2A		-5.74031	
ZNF71		-5.74771	
ENOX1		-5.75376	
SEC61A1		-5.75674	
TRAPPC3L		-5.7577	
SCML4		-5.76455	
PSENEN		-5.78331	
ALKBH7		-5.78518	
FBXO16		-5.78639	
CCDC92		-5.78896	
MCEE		-5.79354	
TBC1D26		-5.79355	
COX5A		-5.79492	
GLI1		-5.79656	
ALOXE3		-5.79832	
ZSCAN5C		-5.79889	
ZC3H12D		-5.80237	
MRGBP		-5.80529	
HPGDS		-5.80586	
DNAH1		-5.80669	
LMAN2L		-5.81455	
CAMKK1		-5.81819	
LAX1		-5.81989	
ZNF649		-5.82303	
SIRPA		-5.82421	
TUBB2A		-5.82436	
ZNF583		-5.82572	
TDGF1		-5.83268	
SP140L		-5.84852	
TTC30A		-5.84858	
CCDC200		-5.85442	
NUDT22		-5.85573	
OBP2A		-5.85585	
NDUFAF4		-5.85766	
C1orf194		-5.8597	
KIF21A		-5.86851	
SAMD3		-5.89183	
SPDYE5		-5.89204	
REEP1		-5.89699	
ZNF790		-5.90187	
NEUROG3		-5.90455	
CCDC51		-5.90512	
SMOX		-5.90628	
DDB2		-5.9066	
SAXO2		-5.90726	
ZNF430		-5.9098	
UPK3B		-5.91232	
TAF10		-5.91646	
ANO9		-5.92087	
GALNT9		-5.92466	
BTNL2		-5.92558	
DNAJA4		-5.93117	
CFHR3		-5.93128	
ETNK1		-5.93622	
GLYATL1		-5.93889	
MFSD2A		-5.94036	
FLG		-5.9439	
FBXO39		-5.94765	
ARIH2OS		-5.9511	
PDE4C		-5.95257	
EYA1		-5.95637	
QSOX1		-5.95678	
MOSPD1		-5.96137	
PIP4K2C		-5.9662	
RPL35A		-5.96669	
HCAR1		-5.96879	
ADI1		-5.97139	
CDC25C		-5.97353	
PNLDC1		-5.97673	
A4GNT		-5.97948	
PACC1		-5.97991	
HDAC11		-5.98208	
C3orf67		-5.98453	
SLC34A3		-5.98467	
HCAR3		-5.98537	
ETV4		-5.98564	
CXorf58		-5.98941	
CAPRIN2		-5.99069	
ATP5F1B		-5.99152	
FAM221B		-5.99359	
PLPPR3		-6.00163	
EXO5		-6.00194	
PDZK1		-6.00245	
GMPPA		-6.0028	
CASS4		-6.00886	
GPR174		-6.01146	
PCSK4		-6.01423	
ISL2		-6.01502	
LINGO2		-6.02443	
SYNDIG1L		-6.02658	
LMNTD2		-6.03289	
HHIPL2		-6.035	
SNRPD2		-6.03618	
CD3G		-6.03731	
RNF148		-6.0385	
POU5F2		-6.04011	
ZNF723		-6.04167	
TULP1		-6.04239	
PAX8		-6.04668	
SYT10		-6.04896	
ZBTB4		-6.05501	
PRR7		-6.05791	
GK5		-6.05895	
DPPA4		-6.06311	
LZIC		-6.06891	
TTLL10		-6.07195	
RNF165		-6.07726	
CTHRC1		-6.08477	
CYP1A1		-6.08833	
SLC9C2		-6.09134	
DNAJC22		-6.09541	
NUGGC		-6.09661	
MOCS2		-6.09787	
JUNB		-6.1068	
LDHD		-6.1087	
CLECL1		-6.10891	
EDEM1		-6.11041	
SRSF7		-6.11476	
NDUFB5		-6.11541	
NUDT11		-6.12403	
CLC		-6.12806	
RPS19BP1		-6.1312	
C9orf116		-6.13274	
TMBIM4		-6.13657	
SAAL1		-6.13883	
LZTR1		-6.1459	
BLOC1S3		-6.14947	
C22orf23		-6.15157	
NDUFB7		-6.15354	
THBS4		-6.15496	
DTHD1		-6.15506	
SLC2A3		-6.15564	
CDKN2C		-6.15644	
DDIT3		-6.15845	
KTI12		-6.16037	
SMG9		-6.16046	
LY6G6C		-6.16384	
ARHGEF11		-6.16406	
CYSRT1		-6.16776	
SPINK13		-6.16882	
PRRG4		-6.17361	
GON7		-6.18124	
ANGPTL3		-6.18497	
CNGB1		-6.18895	
PAN2		-6.18909	
PNRC2		-6.19451	
MUC13		-6.19574	
TTR		-6.19977	
CCL20		-6.20949	
RIBC2		-6.21634	
C10orf105		-6.21958	
CHRM1		-6.22209	
EPHX4		-6.22288	
GNG5		-6.22445	
C1QTNF9		-6.23131	
FAM3B		-6.23368	
AK9		-6.23721	
UQCR11		-6.25101	
MSH2		-6.25462	
ADRA2A		-6.25648	
OGFOD3		-6.26365	
TMEM59L		-6.26427	
ZNF30		-6.27087	
SMOC2		-6.27669	
MPPED2		-6.28255	
USP11		-6.2854	
ATXN7L1		-6.28994	
APPL2		-6.29495	
VCX3B		-6.29548	
ZNF19		-6.29802	
NDUFA6		-6.29918	
LSS		-6.29987	
ALPK1		-6.30292	
NCAPH		-6.30544	
TMSB4Y		-6.30608	
TNFRSF13C		-6.30853	
PAPOLB		-6.31026	
FOXD3		-6.32041	
CRYBB3		-6.32215	
ZDHHC9		-6.32218	
CHTF8		-6.32309	
CPXM1		-6.33784	
TNFRSF9		-6.34121	
C1orf35		-6.3506	
PLK1		-6.35652	
CCNO		-6.36226	
TBL1XR1		-6.37259	
HDHD2		-6.38076	
USP12		-6.39391	
CEP120		-6.39557	
RHBDD1		-6.39703	
SSBP3		-6.39817	
PRIM2		-6.40565	
SLC27A4		-6.40585	
DPP10		-6.406	
CTSG		-6.40652	
ACP5		-6.41073	
PCDHGB7		-6.41354	
CTNNA3		-6.41563	
RAB40AL		-6.41775	
PCYT1B		-6.42977	
LY9		-6.4344	
PRPF38A		-6.43825	
ITGB3BP		-6.43904	
ARG1		-6.4404	
ARMC4		-6.45224	
PRSS45P		-6.45259	
PREX1		-6.45496	
GDPD4		-6.45935	
SYT4		-6.45969	
GPI		-6.46068	
PDXP		-6.46553	
MTFMT		-6.47825	
CCNB1IP1		-6.4857	
WBP1		-6.48608	
SLC38A11		-6.49142	
TM9SF2		-6.49428	
STAM2		-6.49682	
RBMX2		-6.49877	
IL22RA2		-6.50054	
NT5DC1		-6.50754	
MCRIP2		-6.50845	
GALNT3		-6.50917	
GOLGA8H		-6.51231	
CLDN9		-6.51402	
LY6G6F		-6.51442	
ANGPT2		-6.51751	
F2RL3		-6.51753	
SELENOK		-6.52164	
KBTBD7		-6.52221	
HOXB2		-6.52305	
TMX4		-6.52928	
COPE		-6.52937	
GOT1		-6.52965	
ATP6V1F		-6.53489	
PDSS2		-6.54381	
SIRPG		-6.54522	
CCDC36		-6.54939	
CHI3L2		-6.54954	
KIF3C		-6.55595	
RAB41		-6.55688	
CD28		-6.56153	
NFE2L3		-6.56688	
ADAT3		-6.56705	
MCM9		-6.56706	
TM9SF3		-6.5679	
PRSS57		-6.57133	
CD96		-6.57837	
PROK1		-6.58221	
RRP7A		-6.5839	
PMPCB		-6.58619	
