NAME	TITLE	SCORE	
PGA5		8.88989	
AMPH		8.88196	
ZNF852		8.88019	
TMEM30B		8.87896	
DUSP3		8.86626	
CHODL		8.8638	
HIGD2A		8.86303	
RPTN		8.85585	
FNDC8		8.85325	
OR51E2		8.84655	
C19orf57		8.84592	
GPN2		8.84518	
MRPS30		8.84498	
KCNV2		8.84067	
DAGLA		8.84066	
ACOXL		8.84038	
L3MBTL3		8.84036	
SPIDR		8.83656	
MT1H		8.83521	
GUCD1		8.83271	
LRIG2		8.82969	
LRFN3		8.82152	
ZDHHC21		8.81963	
UBE2Q2		8.81748	
CLDN19		8.81396	
SDHAF2		8.81052	
C1orf87		8.79022	
RNGTT		8.78389	
JMJD1C		8.78057	
BLVRA		8.77386	
IQUB		8.76848	
FMN1		8.76664	
MAD2L1BP		8.76473	
ANKRD2		8.75876	
ATF6		8.75821	
ANAPC11		8.75746	
MINAR1		8.75507	
ZNF594		8.75507	
VOPP1		8.75162	
GRPEL1		8.74992	
INKA1		8.73768	
MAP7D1		8.7339	
SERPINB1		8.72163	
FANCM		8.72123	
C9orf135		8.72017	
PJVK		8.71627	
ITSN1		8.71419	
TMEM238L		8.71145	
LRRN3		8.70867	
ZSWIM1		8.70751	
NMNAT1		8.70697	
TPST2		8.70655	
RNF170		8.70647	
ASB7		8.70339	
DRAP1		8.70165	
PRSS12		8.69913	
PSMG2		8.69741	
MTX3		8.69654	
LTB4R2		8.69612	
RAPH1		8.69556	
ZNF576		8.69452	
NTAN1		8.67661	
DUS2		8.67541	
EXD2		8.67541	
RAD21		8.67311	
DUS3L		8.67098	
PLEKHG6		8.66677	
CNOT6L		8.65974	
SCART1		8.65808	
DUSP22		8.65751	
TSNARE1		8.65695	
JRK		8.65392	
NFYA		8.64634	
SNRPB		8.64536	
RHOB		8.64376	
HMX1		8.63388	
BTG2		8.62971	
MYC		8.62868	
GOLGA6D		8.62523	
SLC26A5		8.62329	
FIS1		8.62321	
GAREM2		8.61257	
SLC9A6		8.60803	
KCNJ6		8.60545	
ST3GAL2		8.60437	
C14orf178		8.60222	
ITSN2		8.60037	
ESRRA		8.58841	
WDR92		8.58237	
ZNF623		8.57564	
STRA8		8.57134	
TRIM62		8.56241	
C2CD3		8.55917	
DIS3		8.5583	
PSMD5		8.55652	
E2F4		8.54886	
FBXO9		8.53573	
SCRN3		8.53197	
PLEKHS1		8.53183	
MAGEB17		8.53049	
ELOVL3		8.52981	
C9orf64		8.52144	
SLC38A6		8.51919	
CHMP1A		8.51669	
RXFP2		8.50843	
PIRT		8.5082	
SLC35A3		8.50013	
TUBG1		8.49501	
MLX		8.48755	
CREBZF		8.48739	
CREBRF		8.48609	
NPY1R		8.48597	
RNF130		8.48551	
SAFB2		8.48527	
MTRF1L		8.48372	
KLHL15		8.48264	
RTTN		8.47297	
MCM4		8.46903	
HMGCS1		8.46892	
PDE6A		8.46631	
ZNF776		8.45836	
CFAP97D1		8.45367	
EBNA1BP2		8.44564	
DCST1		8.43744	
FASTKD3		8.43562	
LPCAT3		8.43209	
ICE2		8.43077	
KIF24		8.42875	
TAS1R2		8.42658	
CYP26A1		8.42625	
GTF2H1		8.42541	
TMPRSS12		8.42486	
SCAPER		8.41971	
USF1		8.41611	
RNF19A		8.41505	
TRIM65		8.41476	
ANKEF1		8.40837	
CSNK2A3		8.40483	
KBTBD13		8.40192	
POLN		8.40162	
MYOM1		8.39935	
ADRB2		8.39797	
VWA2		8.39764	
RAB14		8.39631	
TRABD		8.39479	
TCF25		8.39097	
AP5S1		8.39095	
UPRT		8.39088	
PUS1		8.38264	
MTG1		8.3687	
FBXO22		8.36382	
CLCNKA		8.35663	
CD38		8.35553	
RFPL3		8.35319	
SPATA21		8.35289	
METTL16		8.34256	
TRMT112		8.33967	
ZSWIM7		8.3346	
IQCC		8.33028	
MDC1		8.3289	
ATP6V1H		8.32366	
TSEN2		8.3211	
BEST2		8.31697	
CCZ1B		8.31015	
STAT1		8.30884	
RPUSD2		8.30682	
ZNF710		8.30511	
ESYT3		8.30251	
CCNI		8.29988	
ABHD1		8.27853	
CHRNE		8.26845	
NCAPD2		8.26441	
SELENOP		8.26335	
CDC34		8.26099	
ANKFY1		8.25933	
ADRA1D		8.24997	
MRE11		8.24916	
DNAJC9		8.24585	
BHLHA15		8.24403	
HIBCH		8.24359	
EXTL1		8.24094	
PCGF1		8.23836	
ZNF281		8.22346	
GTPBP10		8.22191	
GABPB1		8.22164	
RBM4		8.21666	
UAP1		8.2154	
DDX4		8.21228	
C4BPB		8.21066	
AGFG1		8.20479	
DLX1		8.1937	
KLHL24		8.19237	
PPEF2		8.1898	
DAZAP1		8.18888	
MRGPRD		8.18469	
NAA11		8.18228	
ZDHHC3		8.18147	
AGTRAP		8.1744	
PRR19		8.17219	
IL15		8.17183	
INTS8		8.16749	
ZMYND8		8.16656	
IDO1		8.16397	
TNIP2		8.16019	
TBC1D24		8.14859	
KCNK7		8.14383	
ARHGEF7		8.14379	
CDH16		8.14251	
AGO3		8.14057	
CGGBP1		8.13995	
PIGBOS1		8.13699	
SPRED3		8.13688	
GMEB2		8.13617	
EXOSC3		8.13048	
SARNP		8.12621	
AREL1		8.12575	
MBD6		8.12486	
NUPR1		8.12462	
HRH3		8.11379	
DRP2		8.10922	
GLG1		8.10829	
WNK1		8.10739	
NIP7		8.10297	
RNF138		8.09959	
GRHPR		8.09686	
KCTD20		8.0956	
EVX2		8.08293	
POLR2I		8.08252	
FOXD4		8.07985	
ZFPL1		8.07927	
SPATA32		8.07811	
ARHGAP18		8.07514	
RTL6		8.06438	
BSDC1		8.0634	
ADAMTS20		8.05887	
CCT8L2		8.0581	
PFKFB4		8.05403	
HIST1H1C		8.04462	
MTIF2		8.04423	
MRPL27		8.04414	
RFX5		8.03819	
RO60		8.02749	
U2AF1L4		8.02745	
TNRC6B		8.02466	
INTS7		8.02064	
BTN1A1		8.01428	
YAF2		8.00889	
RRH		7.99992	
KDM4C		7.99385	
GNE		7.99177	
SCUBE2		7.99165	
PHF8		7.99144	
BID		7.99018	
OTOG		7.98883	
LYSMD3		7.98622	
OR7D2		7.97241	
CEP95		7.96255	
H2AFZ		7.96046	
NUCKS1		7.95617	
TRIM37		7.94604	
SLC4A5		7.94391	
LAS1L		7.9391	
ARL14EP		7.93404	
ZC3H14		7.93043	
COMT		7.92962	
C12orf76		7.92805	
TUBD1		7.92656	
GLRA1		7.92528	
KCNC4		7.92332	
GPR61		7.92	
UQCRFS1		7.91821	
TTPA		7.91574	
RTCA		7.91567	
C6orf226		7.91422	
C16orf91		7.91	
EXOSC9		7.90632	
CDC20B		7.90132	
SNX6		7.90081	
EIF4E1B		7.89394	
ACAD8		7.89296	
PTCD3		7.8868	
NBAS		7.88403	
EIF5AL1		7.88056	
PYGO2		7.87451	
HGFAC		7.87431	
LIPG		7.872	
TACSTD2		7.85776	
NUP35		7.84916	
ADHFE1		7.84894	
FNDC3B		7.84756	
ISL1		7.84637	
DNM1L		7.84337	
GPBP1L1		7.84135	
TRIM3		7.83159	
TCEANC		7.82093	
ARF5		7.82039	
ANKRD37		7.81238	
ZNF843		7.80833	
TFDP2		7.80573	
GGACT		7.80501	
GRINA		7.79959	
CFAP97		7.79914	
GAREM1		7.79689	
CEPT1		7.79193	
SPCS1		7.79137	
GSTO2		7.78639	
RPS27A		7.78193	
DCAF17		7.77996	
PHF23		7.77975	
NPIPB4		7.77685	
ELL2		7.76806	
KDM3A		7.76587	
NDUFV2		7.75857	
CLDN25		7.75597	
ING5		7.75392	
ZNF569		7.74542	
KIF2A		7.7393	
MTFR1		7.73797	
ARHGEF6		7.73768	
SCFD2		7.73743	
GSR		7.72894	
CEP128		7.72408	
BCL2L2-PABPN1		7.72388	
NUFIP2		7.72196	
SNRNP48		7.72187	
AEBP2		7.72068	
BAG4		7.71959	
TTC36		7.71788	
NPIPB12		7.71716	
BTC		7.71663	
SLC5A8		7.71591	
SMKR1		7.71482	
SPDYE3		7.71435	
HIST1H1T		7.71077	
DIPK1A		7.70969	
MFSD11		7.70946	
SPATA4		7.70439	
FILIP1L		7.70318	
CLDN1		7.69892	
PNISR		7.69472	
THEM4		7.69264	
ATAD2		7.68539	
DHRS4		7.68296	
SETD5		7.6752	
MLN		7.6741	
TOP1		7.67121	
TUFM		7.6685	
GFRA1		7.66697	
INHBB		7.6645	
GOSR2		7.66185	
TMED1		7.65697	
PTPRF		7.65558	
YKT6		7.65286	
SRSF1		7.6402	
SMYD1		7.63944	
C22orf15		7.63594	
SLC26A2		7.63318	
APOC4		7.63283	
SPOCK1		7.6205	
G2E3		7.61925	
VPREB3		7.61077	
SERPINB12		7.6086	
PROSER2		7.60522	
TNFRSF1A		7.59892	
MYSM1		7.58283	
TBC1D13		7.57993	
SCAMP1		7.57943	
DGCR6L		7.57939	
ANAPC15		7.57861	
NDUFV3		7.57639	
FOXD2		7.56778	
TDO2		7.55644	
CD3EAP		7.54634	
TTLL4		7.5462	
PNLIPRP3		7.54532	
RBBP8NL		7.54343	
CLLU1OS		7.54256	
NDUFS2		7.53924	
PARN		7.5328	
KLK4		7.53235	
PRR13		7.51961	
PTGES3L-AARSD1		7.50852	
MED20		7.50656	
PBDC1		7.50638	
BCAS1		7.50289	
TRHR		7.50218	
NPIPB3		7.50185	
DPH6		7.50092	
SLC2A4RG		7.49654	
ZBTB45		7.49529	
ZNF558		7.49166	
YARS2		7.48687	
APOOL		7.48612	
ACAD9		7.48572	
ELMSAN1		7.4856	
SIDT2		7.48454	
MTMR14		7.48062	
MTMR8		7.47894	
FAM114A2		7.47616	
HMGCL		7.47193	
ZNF318		7.46992	
BCDIN3D		7.46669	
SHBG		7.46085	
GIGYF1		7.46043	
GABRA2		7.45999	
H1FX		7.459	
GSDMC		7.45546	
NQO1		7.44736	
MRPL49		7.44277	
PPARA		7.42555	
TGFBR1		7.42529	
TNFSF9		7.42322	
C17orf113		7.41923	
C16orf92		7.4172	
DIABLO		7.40905	
STK32B		7.40686	
TMED2		7.40511	
TULP3		7.40362	
ZFP37		7.39799	
SLC7A6OS		7.3926	
FITM1		7.39126	
NEURL2		7.39079	
SMIM8		7.38093	
ZNF236		7.37924	
LDHAL6B		7.3783	
OR5K2		7.37824	
HNRNPA0		7.37815	
LDHAL6A		7.36941	
DDX18		7.36818	
HARS2		7.36818	
MCOLN2		7.36764	
RNF2		7.36668	
RPS19		7.35535	
CXCR5		7.3417	
GRPR		7.33921	
FST		7.3342	
PDZD8		7.33412	
UBALD1		7.33037	
DHX34		7.32524	
PODXL2		7.32287	
SF3A2		7.32186	
OLFML2B		7.32143	
BEND5		7.31145	
WDR59		7.29661	
EAF2		7.29542	
IFT74		7.2948	
GLCCI1		7.29308	
TCAP		7.29041	
RAB40C		7.2901	
C1GALT1		7.28601	
GRIK2		7.28389	
RNF213		7.27912	
ZNFX1		7.27276	
RBM44		7.26236	
SMG7		7.26083	
CCDC60		7.25956	
SETX		7.25742	
SFN		7.2546	
TNRC6A		7.25145	
TUBA8		7.2458	
HSF2BP		7.22585	
FAM118B		7.22441	
CCDC87		7.21615	
VPS54		7.21483	
GSC2		7.19701	
PGPEP1		7.1958	
TMEM43		7.19577	
NDUFS7		7.17901	
ANAPC4		7.17852	
A3GALT2		7.17408	
TEDDM1		7.17266	
KLHL18		7.16481	
TGIF1		7.16257	
SRL		7.1616	
LIN28B		7.15799	
LMOD2		7.14802	
FOXD4L1		7.14082	
CYB5D2		7.13851	
UBE2V1		7.13618	
GPX2		7.13496	
CPA4		7.13104	
CSNK1G2		7.12943	
SWT1		7.12908	
ZFHX2		7.12293	
DNAJC8		7.11889	
ZC3H12A		7.11755	
PLAC1		7.11509	
ATP5F1D		7.10542	
GSTM1		7.09504	
PPCDC		7.09328	
SASS6		7.09223	
SLC25A13		7.09158	
TSEN15		7.08729	
SPAG6		7.07664	
IDH2		7.07469	
RASGEF1B		7.0702	
ADGRG7		7.06885	
LRRC7		7.06842	
RAD1		7.06622	
MLH1		7.06611	
ZNF587B		7.06329	
ESD		7.06323	
ARHGAP42		7.05927	
HDAC5		7.05645	
UNC13D		7.05071	
TOMM34		7.03002	
IL31		7.0276	
SAXO1		7.02487	
MYB		7.02309	
BRAF		7.02267	
ST7L		7.02177	
ZNF84		7.01099	
RGPD5		7.0036	
GUCA1B		6.98948	
CCDC57		6.98637	
LLPH		6.98569	
SMIM27		6.9851	
CRTAP		6.98253	
MED10		6.98088	
PLBD2		6.97705	
PFDN5		6.96812	
LDHC		6.96487	
ANKRD9		6.96313	
MRPS7		6.96119	
MAP7D3		6.9549	
MND1		6.9531	
IRF2BP2		6.95122	
TGM4		6.94958	
AGAP6		6.9489	
AQP8		6.93235	
FCSK		6.93116	
GAK		6.92574	
ZNF705E		6.92511	
KCNRG		6.91556	
HSDL1		6.91299	
RPL34		6.90987	
WNT11		6.90812	
RHCE		6.90649	
FAM186B		6.90329	
KRCC1		6.89836	
CNNM4		6.89424	
AHI1		6.89392	
ZBTB8A		6.88584	
SLC16A8		6.88437	
TRNT1		6.8838	
FOXA2		6.87474	
PUS7L		6.86566	
KIN		6.86056	
COA4		6.85917	
SMARCA5		6.85821	
RAE1		6.85684	
UQCC3		6.8561	
SLC12A1		6.85404	
SPDYE2		6.8537	
LY6G5C		6.85187	
DEPP1		6.85025	
ZNF620		6.84972	
PGP		6.84842	
ZNF273		6.8475	
MED27		6.84257	
SCML2		6.83615	
GPR75		6.83594	
STATH		6.82595	
SYT8		6.82174	
SERPINA3		6.81787	
BTBD18		6.81315	
PDLIM5		6.80959	
LTA		6.80866	
TFAM		6.8065	
SPPL2B		6.80267	
FKBP6		6.80018	
RASD2		6.79291	
PNPLA5		6.77948	
LIMK2		6.77586	
FKRP		6.77416	
SIX3		6.76852	
WDFY3		6.76261	
SCNN1G		6.76204	
OLIG2		6.76122	
TPTE2		6.75834	
IGF2BP1		6.75781	
DMC1		6.75433	
ZNF791		6.74615	
PJA2		6.74445	
ZNF502		6.74055	
MVK		6.73837	
C11orf97		6.73738	
APBB3		6.7362	
CBX7		6.73597	
C8orf33		6.73469	
PROSER1		6.73263	
PEX14		6.73093	
DEPDC5		6.72216	
NUDC		6.71817	
TAF1B		6.71689	
PLPPR1		6.70132	
TMEM147		6.69957	
PAX2		6.69842	
CLYBL		6.69394	
PELI2		6.69112	
TEX43		6.68824	
COL19A1		6.68101	
TRIM29		6.68031	
HTR1F		6.66713	
VPS25		6.66142	
TMEM225B		6.65623	
PDE6C		6.65549	
ZNF680		6.65017	
DAPK1		6.64334	
BMP8A		6.64192	
ZCCHC9		6.63837	
SNORC		6.63245	
RTP1		6.63212	
WAC		6.6316	
TRAPPC2L		6.62944	
RNF8		6.62041	
VDAC2		6.61868	
NEUROG2		6.60861	
HIKESHI		6.60469	
PHF14		6.59549	
CHDH		6.58858	
PRX		6.58815	
SRRT		6.58283	
FSD2		6.57957	
OXNAD1		6.56726	
MAJIN		6.56423	
MCMDC2		6.56353	
TMEM47		6.56271	
RTL10		6.56025	
SDR39U1		6.55698	
VAMP8		6.55318	
CCDC7		6.54223	
CCNJ		6.5388	
EYA3		6.53159	
TOR1B		6.53153	
UTY		6.5312	
NFYB		6.52839	
DENND4C		6.51435	
CD226		6.51393	
CRYBA2		6.51365	
NMS		6.5107	
CYP27B1		6.5089	
SDS		6.50465	
CS		6.50371	
CHST1		6.50338	
OVGP1		6.50207	
NAA80		6.49917	
SHH		6.49848	
STMN4		6.47907	
ZNF688		6.46606	
TKFC		6.4635	
OSR2		6.46153	
CDKN1A		6.46013	
GPR78		6.45859	
SPERT		6.45325	
MUCL3		6.44914	
CRH		6.44401	
NDUFAF7		6.44155	
UCN		6.43863	
PPFIA4		6.43774	
PLEKHA1		6.43459	
RABGGTA		6.43166	
SOHLH2		6.4303	
C1QL4		6.4289	
ANGPTL2		6.42692	
SNAP47		6.42534	
C9orf129		6.41436	
BCL9L		6.41331	
ANKFN1		6.40978	
THOP1		6.40605	
MARS2		6.40603	
ZNF292		6.3935	
SLC39A2		6.38787	
WDR75		6.38675	
ANXA4		6.3835	
PRB2		6.38311	
ADAMTS16		6.37068	
BOLA2		6.3695	
CPSF1		6.35961	
PPP1R9A		6.35744	
NIPSNAP3B		6.35708	
HPD		6.35233	
NOXRED1		6.34856	
CYP4F11		6.3459	
RRAS2		6.34416	
TRPV5		6.34184	
CACNA1I		6.33841	
ACADM		6.33566	
EOGT		6.32687	
MSX2		6.32493	
SH2D7		6.31209	
ELP6		6.30962	
NIPAL4		6.30753	
TMED6		6.30038	
DCAF13		6.29017	
TMEM132D		6.28895	
INO80C		6.28824	
SLC29A4		6.2799	
PXMP4		6.27925	
LGALS9C		6.27706	
GALR3		6.26332	
GFOD2		6.26236	
HAUS6		6.25494	
SOX13		6.25471	
INTS10		6.24518	
TRPV6		6.23796	
RGL4		6.2309	
EARS2		6.21935	
C1orf146		6.21636	
TBX4		6.21538	
CTNNA2		6.21171	
GSTA4		6.20686	
OPA1		6.20606	
TBCCD1		6.20597	
ZNF460		6.20065	
TMEM177		6.20017	
REL		6.18822	
ZNF433		6.18541	
ZUP1		6.18492	
MTHFD2L		6.1834	
GNLY		6.17877	
RPS28		6.17657	
TIMM50		6.17643	
MANSC4		6.1701	
ACAT1		6.16075	
SARS2		6.1599	
DCLRE1A		6.15914	
CMTR1		6.14987	
C3orf22		6.1483	
TBC1D2		6.1454	
LRIF1		6.14088	
LIG4		6.13581	
GGCT		6.13263	
IFT81		6.12822	
SLC25A21		6.12606	
NR0B1		6.12237	
CSTF3		6.11863	
SECISBP2L		6.11825	
FNDC4		6.11733	
ZNF747		6.11659	
OTUD7A		6.11187	
MIEF2		6.11183	
NRL		6.11113	
SPOUT1		6.11031	
HIST1H1E		6.10996	
UBE2L5		6.10844	
FAM135B		6.10784	
CASP7		6.10762	
CFLAR		6.10441	
DIS3L2		6.0923	
POLDIP3		6.0841	
TXN2		6.08002	
RPS7		6.07432	
VWCE		6.07087	
TREX1		6.06182	
RPN2		6.06019	
TMA16		6.05967	
NUP210L		6.04832	
CLP1		6.03904	
DEFB1		6.03628	
RAMACL		6.0332	
MUC4		6.0331	
C15orf48		6.02675	
SPANXN3		6.02607	
TMEM80		6.02123	
FAM243A		6.0201	
DCAF12L2		6.01855	
FRAT2		6.01825	
CCDC13		6.0111	
ZNF561		6.00749	
DNAH2		6.00528	
ALG5		6.00465	
RBFA		6.00002	
RPH3AL		5.99101	
TSR2		5.98749	
SIKE1		5.98269	
STARD3		5.97537	
ANXA13		5.9687	
LGSN		5.96458	
DKK2		5.96108	
SCMH1		5.95983	
SCGB2B2		5.95947	
LTB4R		5.95319	
C17orf64		5.95297	
CACNA2D3		5.95171	
CAPN2		5.94829	
LGALS7		5.94779	
ACTG2		5.94626	
CITED2		5.92907	
PLA2G12A		5.92777	
ZNF619		5.9249	
ASB11		5.92064	
CALR3		5.91973	
ATP8A2		5.91535	
DDX25		5.90896	
MAIP1		5.89973	
FUT9		5.89704	
CD2AP		5.89174	
ZDHHC19		5.89004	
ZNF100		5.8853	
WDR33		5.88011	
CLUAP1		5.87716	
MUC21		5.86937	
VTI1B		5.8688	
CISH		5.86838	
ZNF500		5.86254	
RFC1		5.85223	
ZNF264		5.84025	
TMEM245		5.834	
ATP6V1FNB		5.8319	
GLRX5		5.82827	
REN		5.82807	
KIAA1324L		5.82734	
NUP50		5.82273	
TNRC6C		5.82092	
PWWP3B		5.82028	
EFCAB5		5.81453	
MYH11		5.81289	
KRT25		5.79941	
B3GALT5		5.79696	
PAX9		5.78887	
HTR1B		5.78824	
IMMP1L		5.78093	
CALN1		5.76802	
PRSS16		5.76483	
MRPL33		5.76307	
MRAP2		5.75962	
PRKAB1		5.7536	
ANKUB1		5.75173	
TMX1		5.75105	
N4BP2L1		5.74722	
ETV3		5.73962	
COL13A1		5.73714	
CHCHD4		5.73335	
BANP		5.73305	
KYAT3		5.7325	
GP1BA		5.73164	
LSM11		5.72272	
LINS1		5.72248	
PHF20L1		5.72064	
C14orf132		5.71675	
AP4S1		5.70844	
RMDN2		5.70694	
OTX2		5.70473	
DNM2		5.70455	
SYNGR4		5.70296	
KRTAP19-1		5.70087	
NFU1		5.69745	
PRSS23		5.68581	
RHOBTB3		5.68536	
TRMT2B		5.68344	
CUEDC2		5.67562	
CCK		5.67099	
YY2		5.67091	
DMRTA1		5.65962	
RAB24		5.65805	
PNMA5		5.65535	
RGSL1		5.65327	
LRRC58		5.65251	
CDC14A		5.65146	
NELFB		5.64902	
SPDYE2B		5.64839	
TMEM33		5.64449	
SPOPL		5.63628	
FAM9B		5.63468	
LUC7L3		5.63176	
PTPRJ		5.62744	
RGPD8		5.62699	
BATF2		5.62512	
SLC26A1		5.6197	
LYRM9		5.61961	
TMEM218		5.61582	
SAT2		5.6115	
NPIPB9		5.61079	
COA3		5.60888	
ODF4		5.60257	
MTX2		5.60042	
HECA		5.58683	
LMBR1		5.58595	
MSH6		5.58561	
NUP188		5.57936	
MBD4		5.57567	
DTWD2		5.57544	
SLC17A9		5.56954	
TMEM31		5.5669	
MARS		5.56427	
SLC35A1		5.56202	
ATXN10		5.56124	
DNAJC19		5.56021	
SPINK4		5.55958	
CYP8B1		5.5571	
AGA		5.55275	
PIAS3		5.54902	
COASY		5.54481	
LAMB3		5.52986	
RAD51AP1		5.52922	
FBXW8		5.52206	
COQ2		5.52191	
GRK2		5.51959	
TRAPPC13		5.51703	
CPLX4		5.51455	
GADD45G		5.50553	
TOR1A		5.5015	
KLB		5.50073	
TSPYL2		5.50003	
PARP1		5.49779	
NKD1		5.49563	
PEX6		5.49423	
PAIP2B		5.48929	
IGHMBP2		5.48412	
EEF1AKMT2		5.48375	
PPP2R2D		5.47906	
SLC7A13		5.47687	
LSM5		5.47019	
GPD1L		5.46326	
GGPS1		5.46247	
KLF13		5.46117	
ENTHD1		5.45764	
ZDHHC1		5.45598	
SNX19		5.45099	
POLR3G		5.44403	
CACYBP		5.44369	
OR9Q1		5.44071	
CCDC91		5.43835	
ONECUT2		5.4377	
MRPS34		5.43753	
MALSU1		5.43657	
DMRT1		5.43167	
ARMT1		5.43115	
PPP2CA		5.42893	
NELL1		5.42256	
BANK1		5.41287	
FGF22		5.40834	
NPIPA2		5.40581	
PYURF		5.40203	
CTDSP2		5.39241	
CHCHD5		5.38976	
FAM104B		5.38861	
LAT2		5.38807	
DEGS2		5.38626	
CHD5		5.38077	
EGFL6		5.37604	
MRPS33		5.37344	
PLA2G4D		5.37027	
IGFL4		5.37027	
MBD3		5.36613	
SNX3		5.36102	
PLCL2		5.36013	
CEBPE		5.35884	
SLC22A12		5.34991	
ACKR1		5.34429	
QDPR		5.34396	
SOWAHB		5.3333	
MRS2		5.33153	
MYEOV		5.32299	
DFFA		5.31934	
ABT1		5.31885	
TMIE		5.31594	
AP5M1		5.31421	
DYRK2		5.30682	
CFAP65		5.30611	
TK1		5.29945	
DMGDH		5.29543	
HARBI1		5.28937	
ANKIB1		5.28744	
SNX8		5.28619	
PLGLB2		5.28494	
POMZP3		5.28238	
CCNC		5.27432	
ISOC2		5.27412	
SEMA3E		5.27199	
MFAP1		5.27004	
ZNF277		5.26224	
RAB22A		5.26016	
REELD1		5.2595	
AKAP6		5.2583	
DCAF15		5.25721	
MSANTD3		5.25506	
SNAPIN		5.25131	
NPBWR1		5.24499	
TMED10		5.2449	
CWC27		5.24436	
POC5		5.23568	
STX4		5.22664	
AMDHD1		5.21678	
FAHD2A		5.21425	
HELT		5.20804	
FAF2		5.19184	
PRSS38		5.18538	
RHOG		5.18408	
WDR88		5.18346	
PANK1		5.17704	
SOX1		5.17503	
C1QTNF3		5.17198	
ANKRD62		5.16934	
MUC5B		5.16545	
HSDL2		5.15882	
FAM120AOS		5.15592	
CFAP157		5.15448	
SPG11		5.15431	
DEFB124		5.15375	
RELB		5.15226	
KAT2A		5.1474	
SCP2		5.14659	
PCDH19		5.14656	
SPRY3		5.14607	
FCF1		5.13868	
TNFSF11		5.13778	
OXSM		5.13755	
NDUFS3		5.13043	
ECD		5.12579	
SETSIP		5.12405	
RBM3		5.12019	
SLC6A8		5.11827	
TMEM160		5.11682	
ALG6		5.11126	
SPRN		5.10817	
BNIP1		5.10569	
PPP2R3B		5.10424	
SLC25A37		5.10236	
SLC48A1		5.10023	
DTNA		5.09927	
TUBB4A		5.09461	
EIF2S3B		5.09139	
LNX2		5.0865	
EAF1		5.08398	
UFC1		5.08339	
IZUMO2		5.08247	
NAPB		5.07742	
PAK5		5.07634	
SLC12A3		5.07627	
CRTAM		5.07341	
RNASEH2A		5.06436	
ME2		5.06386	
DBF4		5.06124	
OR1L8		5.05928	
CDAN1		5.05107	
KHK		5.05067	
STRIP1		5.04236	
NEFH		5.04228	
VGLL1		5.03774	
CIDEC		5.01212	
ZYG11A		5.01075	
RERGL		5.01064	
CRABP2		5.00402	
PRPF31		5.0036	
SRPRB		5.0026	
HEATR6		4.99822	
CHGB		4.99607	
NR3C2		4.99318	
PLVAP		4.98621	
XKR9		4.98208	
ITPKA		4.9772	
KRT75		4.97629	
SPDYC		4.97625	
ZNF253		4.97287	
DDX58		4.97182	
GNAT1		4.97158	
PNN		4.97124	
DCXR		4.97008	
OCM		4.96549	
KCNG3		4.95691	
EIF4A3		4.95446	
PANK3		4.95331	
TMEM19		4.95269	
ZMYND12		4.95148	
RFWD3		4.94622	
SPRYD4		4.94068	
SLC25A32		4.94002	
SHISAL2B		4.93791	
PLEKHF2		4.93384	
CCDC169		4.92359	
MLLT10		4.89318	
CCDC9B		4.89227	
LAP3		4.89175	
ZNF431		4.87333	
PPIL6		4.86244	
AK7		4.86152	
MYO1E		4.84933	
RHBDD3		4.84785	
OR5B12		4.84034	
SLC18A2		4.83758	
LLCFC1		4.83741	
CD8B2		4.83439	
OR13J1		4.83183	
ZNF596		4.83136	
IL9		4.8312	
PLEKHG4		4.83035	
PROKR1		4.82869	
FGF11		4.82272	
SIAH3		4.82227	
MRPS5		4.82058	
TENT4A		4.81878	
RPRM		4.81849	
ELOB		4.81311	
MAB21L2		4.81002	
MSANTD4		4.80357	
KIAA0319		4.80241	
MCL1		4.80093	
WNT7A		4.79917	
GPR156		4.79229	
MKNK1		4.78772	
CYP4X1		4.78696	
VIPAS39		4.78488	
TLE3		4.78465	
TMCO2		4.7834	
ERLIN2		4.77833	
KHDRBS1		4.77757	
MPHOSPH9		4.77398	
DTNBP1		4.77386	
BCL7A		4.77362	
TMEM189		4.77277	
JOSD2		4.77037	
PAK3		4.76853	
RMDN3		4.76499	
EIF5B		4.75539	
BORCS8		4.75131	
RAB11FIP2		4.74813	
CHRNA9		4.74352	
TEX33		4.74145	
GRK6		4.73756	
TSR3		4.72736	
C1orf162		4.72733	
DBP		4.72621	
S100A7A		4.71968	
C1orf52		4.71928	
NUAK1		4.71423	
SAMD1		4.71131	
SLC6A15		4.70547	
NPIPB8		4.70031	
APMAP		4.69909	
ANKLE1		4.69699	
KLHL10		4.69088	
CD79A		4.68773	
MUTYH		4.68332	
FAM20C		4.68201	
KCNA1		4.67885	
B3GNT3		4.67859	
GFER		4.67804	
CAPSL		4.67695	
PPARGC1A		4.66684	
PPP1R3D		4.6664	
SLC1A7		4.66354	
ARL6IP5		4.65964	
CREG1		4.65045	
TIGAR		4.64799	
NR2C2AP		4.64292	
GLMN		4.63873	
RELL1		4.63848	
CBFA2T2		4.63655	
BICD1		4.63564	
CDH7		4.62897	
RGPD3		4.61648	
SGCZ		4.61515	
PBLD		4.61	
MUC5AC		4.60995	
MTBP		4.60843	
SLC25A51		4.60476	
MRPL10		4.60236	
SAMD4B		4.60114	
NAA38		4.59983	
TMEM251		4.59421	
GRM7		4.59353	
COX6A2		4.57813	
PPWD1		4.5773	
ACOT6		4.57585	
CHST3		4.57332	
ADAM17		4.57088	
